"product" "gene" "start" "end" "strand"
"6220" "hypothetical protein" "vnz_32465" 7189503 7190825 "-"
"6221" "DUF2470 domain-containing protein" "vnz_32470" 7191023 7191727 "+"
"6222" "MMPL family transporter" "vnz_32475" 7191866 7194169 "+"
"6223" "TIGR03564 family F420-dependent LLM classoxidoreductase" "vnz_32480" 7194158 7195084 "-"
"6224" "HD domain-containing protein" "vnz_32485" 7195210 7195713 "+"
"6225" "glycerophosphoryl diester phosphodiesterase" "vnz_32490" 7195771 7196691 "-"
"6226" "hypothetical protein" "vnz_32495" 7196925 7198508 "+"
"6227" "helix-turn-helix domain-containing protein" "vnz_32500" 7198666 7199409 "+"
"6228" "hypothetical protein" "vnz_32505" 7199571 7200056 "+"
"6229" "beta-glucosidase" "vnz_32510" 7200127 7201560 "-"
"6230" "carbohydrate ABC transporter permease" "vnz_32515" 7201623 7202525 "-"
"6231" "sugar ABC transporter permease" "vnz_32520" 7202530 7203534 "-"
"6232" "carbohydrate ABC transporter substrate-bindingprotein" "vnz_32525" 7203625 7204977 "-"
"6233" "LacI family DNA-binding transcriptionalregulator" "vnz_32530" 7205348 7206379 "+"
"6234" "glycoside hydrolase family 6 protein" "vnz_32535" 7206531 7208276 "-"
"6235" "cellulase family glycosylhydrolase" "vnz_32540" 7208293 7209837 "-"
"6236" "cellulose binding domain-containing protein" "vnz_32545" 7210110 7213022 "+"
"6237" "alpha-N-arabinofuranosidase" "vnz_32550" 7213209 7214732 "+"
"6238" "extracellular solute-binding protein" "vnz_32555" 7214894 7216177 "+"
"6239" "sugar ABC transporter permease" "vnz_32560" 7216177 7217235 "+"
"6240" "carbohydrate ABC transporter permease" "vnz_32565" 7217232 7218140 "+"
"6241" "hypothetical protein" "vnz_32575" 7219662 7222385 "+"
"6242" "rhamnogalacturonan acetylesterase" "vnz_32580" 7222403 7223461 "+"
"6243" "DUF4328 domain-containing protein" "vnz_32585" 7223578 7224177 "+"
"6244" "SigE family RNA polymerase sigma factor" "vnz_32600" 7227232 7227771 "+"
"6245" "hypothetical protein" "vnz_32605" 7227771 7228427 "+"
"6246" "membrane protein" "vnz_32610" 7228464 7228946 "-"
"6247" "PadR family transcriptional regulator" "vnz_32615" 7229042 7229383 "+"
"6248" "hypothetical protein" "vnz_32620" 7229380 7230117 "+"
"6249" "YjbQ family protein" "vnz_32625" 7230178 7230600 "+"
"6250" "pectinesterase" "vnz_32630" 7230630 7231769 "-"
"6251" "polysaccharide lyase family 1 protein" "vnz_32635" 7231799 7233109 "-"
"6252" "rhamnogalacturonan acetylesterase" "vnz_32640" 7233106 7233930 "-"
"6253" "sugar ABC transporter substrate-binding protein" "vnz_32645" 7233927 7235267 "-"
"6254" "PmoA family protein" "vnz_32655" 7237069 7237914 "-"
"6255" "Gfo/Idh/MocA family oxidoreductase" "vnz_32660" 7237911 7239074 "-"
"6256" "carbohydrate ABC transporter permease" "vnz_32665" 7239101 7240021 "-"
"6257" "sugar ABC transporter permease" "vnz_32670" 7240018 7240956 "-"
"6258" "dihydroxy-acid dehydratase" "vnz_32675" 7241061 7242806 "-"
"6259" "dihydrodipicolinate synthase family protein" "vnz_32680" 7242803 7243726 "-"
"6260" "GntR family transcriptional regulator" "vnz_32685" 7243723 7244373 "-"
"6261" "alpha-xylosidase" "vnz_32690" 7244624 7246894 "+"
"6262" "pyridoxamine 5'-phosphate oxidase familyprotein" "vnz_32695" 7246951 7247410 "+"
"6263" "hypothetical protein" "vnz_32700" 7247445 7247972 "-"
"6264" "glycoside hydrolase family 3 C-terminaldomain-containing protein" "vnz_32705" 7248053 7250926 "-"
"6265" "extracellular solute-binding protein" "vnz_32710" 7251283 7253007 "+"
"6266" "carbohydrate ABC transporter permease" "vnz_32720" 7254038 7254955 "+"
"6267" "beta-galactosidase" "vnz_32725" 7255000 7257024 "+"
"6268" "glycoside hydrolase N-terminal domain-containingprotein" "vnz_32730" 7257021 7259261 "+"
"6269" "LacI family DNA-binding transcriptionalregulator" "vnz_32735" 7259251 7260303 "-"
"6270" "mandelate racemase/muconate lactonizing enzymefamily protein" "vnz_32745" 7261102 7262256 "-"
"6271" "IclR family transcriptional regulator" "vnz_32750" 7262493 7263275 "+"
"6272" "SMP-30/gluconolactonase/LRE family protein" "vnz_32755" 7263378 7264283 "+"
"6273" "arabinogalactan endo-1,4-beta-galactosidase" "vnz_32760" 7264368 7265948 "-"
"6274" "beta-galactosidase" "vnz_32765" 7266017 7268038 "-"
"6275" "extracellular solute-binding protein" "vnz_32770" 7268248 7269561 "+"
"6276" "sugar ABC transporter permease" "vnz_32775" 7269558 7270511 "+"
"6277" "carbohydrate ABC transporter permease" "vnz_32780" 7270508 7271422 "+"
"6278" "LacI family DNA-binding transcriptionalregulator" "vnz_32785" 7271452 7272477 "+"
"6279" "LUD domain-containing protein" "vnz_32790" 7272523 7273161 "-"
"6280" "iron-sulfur cluster-binding protein" "vnz_32795" 7273158 7274561 "-"
"6281" "(Fe-S)-binding protein" "vnz_32800" 7274591 7275307 "-"
"6282" "rhamnulokinase" "vnz_32805" 7275334 7276917 "-"
"6283" "bifunctional rhamnulose-1-phosphatealdolase/short-chain dehydrogenase" "vnz_32810" 7276914 7279034 "-"
"6284" "L-rhamnose isomerase" "vnz_32815" 7279088 7280254 "-"
"6285" "L-rhamnose mutarotase" "vnz_32820" 7280434 7280754 "+"
"6286" "LacI family DNA-binding transcriptionalregulator" "vnz_32825" 7280954 7281991 "+"
"6287" "xylose isomerase" "vnz_32830" 7282025 7283194 "-"
"6288" "xylulokinase" "vnz_32835" 7283332 7284981 "+"
"6289" "hypothetical protein" "vnz_32840" 7285151 7285381 "+"
"6290" "hypothetical protein" "vnz_32845" 7285395 7285697 "+"
"6291" "ketopantoate reductase family protein" "vnz_32850" 7285737 7286666 "-"
"6292" "helix-turn-helix transcriptional regulator" "vnz_32855" 7286663 7287232 "-"
"6293" "ROK family transcriptional regulator" "vnz_32860" 7287381 7288619 "+"
"6294" "hypothetical protein" "vnz_32865" 7288759 7289274 "+"
"6295" "MBL fold metallo-hydrolase" "vnz_32870" 7289317 7290141 "-"
"6296" "ABC transporter permease" "vnz_32875" 7290253 7291761 "+"
"6297" "ABC transporter ATP-binding protein" "vnz_32880" 7291799 7292506 "+"
"6298" "hypothetical protein" "vnz_32890" 7293563 7294741 "-"
"6299" "WGR domain-containing protein" "vnz_32895" 7294897 7296333 "+"
"6300" "hypothetical protein" "vnz_32900" 7296459 7296881 "+"
"6301" "DUF350 domain-containing protein" "vnz_32905" 7296907 7297329 "-"
"6302" "HdeD family acid-resistance protein" "vnz_32910" 7297508 7298116 "-"
"6303" "dipeptidase" "vnz_32915" 7298183 7299559 "-"
"6304" "DoxX family membrane protein" "vnz_32920" 7299838 7300386 "+"
"6305" "glucose-6-phosphate dehydrogenase assemblyprotein OpcA" "vnz_32925" 7300469 7301383 "+"
"6306" "class I SAM-dependent methyltransferase" "vnz_32930" 7301418 7302185 "-"
"6307" "cytochrome P450" "vnz_32935" 7302225 7303451 "-"
"6308" "cytochrome P450" "vnz_32940" 7303708 7304880 "+"
"6309" "hypothetical protein" "vnz_32950" 7305211 7305666 "-"
"6310" "acetylxylan esterase" "vnz_32955" 7305697 7306668 "-"
"6311" "hypothetical protein" "vnz_32960" 7306921 7307202 "+"
"6312" "hypothetical protein" "vnz_32965" 7307296 7317069 "-"
"6313" "CHAT domain-containing protein" "vnz_32970" 7317207 7320062 "-"
"6314" "CHAT domain-containing protein" "vnz_32975" 7320136 7322493 "+"
"6315" "TIGR03557 family F420-dependent LLM classoxidoreductase" "vnz_32985" 7322977 7323933 "-"
"6316" "thiamine pyrophosphate-requiring protein" "vnz_32990" 7323979 7325793 "-"
"6317" "cysteine hydrolase" "vnz_32995" 7325961 7326494 "-"
"6318" "short-chain dehydrogenase/reductase" "vnz_33000" 7326541 7327053 "-"
"6319" "UdgX family uracil-DNA binding protein" "vnz_33005" 7327158 7327820 "-"
"6320" "hypothetical protein" "vnz_33010" 7327947 7328513 "+"
"6321" "hypothetical protein" "vnz_33020" 7329388 7329750 "+"
"6322" "hypothetical protein" "vnz_33025" 7329833 7330528 "+"
"6323" "metallophosphoesterase" "vnz_33030" 7330699 7331505 "-"
"6324" "BON domain-containing protein" "vnz_33035" 7331502 7331753 "-"
"6325" "HAD family hydrolase" "vnz_33040" 7331804 7332493 "-"
"6326" "SRPBCC family protein" "vnz_33045" 7332552 7333067 "-"
"6327" "hypothetical protein" "vnz_33050" 7333090 7333275 "-"
"6328" "methyltransferase" "vnz_33055" 7333423 7334145 "+"
"6329" "CDGSH iron-sulfur domain-containing protein" "vnz_33060" 7334240 7334686 "+"
"6330" "iron-containing redox enzyme family protein" "vnz_33065" 7334683 7335753 "+"
"6331" "nucleotidyltransferase family protein" "vnz_33070" 7335750 7336385 "+"
"6332" "30S ribosomal protein S14" "vnz_33075" 7336402 7336707 "-"
"6333" "50S ribosomal protein L28" "vnz_33080" 7336707 7336943 "-"
"6334" "type B 50S ribosomal protein L31" "vnz_33085" 7337097 7337342 "+"
"6335" "GTP-binding protein" "vnz_33090" 7337342 7338493 "+"
"6336" "30S ribosomal protein S18" "vnz_33095" 7338531 7338767 "+"
"6337" "tRNA(adenosine(37)-N6)-threonylcarbamoyltransferase complextransferase subunit TsaD" "vnz_33100" 7338878 7339948 "+"
"6338" "sulfite exporter TauE/SafE family protein" "vnz_33105" 7339965 7340780 "-"
"6339" "glycoside hydrolase family 6 protein" "vnz_33110" 7341005 7342291 "-"
"6340" "glycoside hydrolase family 6 protein" "vnz_33115" 7342397 7343362 "-"
"6341" "LacI family DNA-binding transcriptionalregulator" "vnz_33120" 7343723 7344736 "+"
"6342" "alcohol dehydrogenase catalyticdomain-containing protein" "vnz_33125" 7345075 7346046 "-"
"6343" "ABC transporter substrate-binding protein" "vnz_33130" 7346530 7347531 "+"
"6344" "sugar ABC transporter ATP-binding protein" "vnz_33135" 7347599 7349161 "+"
"6345" "ABC transporter permease" "vnz_33140" 7349221 7350273 "+"
"6346" "sugar ABC transporter permease YjfF" "vnz_33145" 7350336 7351268 "+"
"6347" "galactose mutarotase" "vnz_33150" 7351405 7352472 "+"
"6348" "sugar ABC transporter permease" "vnz_33155" 7352548 7353792 "-"
"6349" "sugar ABC transporter ATP-binding protein" "vnz_33160" 7353789 7355360 "-"
"6350" "sugar-binding protein" "vnz_33165" 7355423 7356532 "-"
"6351" "LacI family DNA-binding transcriptionalregulator" "vnz_33170" 7356759 7357805 "+"
"6352" "ribulokinase" "vnz_33175" 7358673 7360379 "+"
"6353" "L-arabinose isomerase" "vnz_33180" 7360453 7361961 "+"
"6354" "L-ribulose-5-phosphate 4-epimerase AraD" "vnz_33185" 7362006 7362719 "+"
"6355" "endo-1,4-beta-xylanase" "vnz_33190" 7362777 7364225 "-"
"6356" "glycoside hydrolase family 43 protein" "vnz_33195" 7364592 7366067 "-"
"6357" "glycoside hydrolase family 3 C-terminaldomain-containing protein" "vnz_33200" 7366064 7368283 "-"
"6358" "LacI family DNA-binding transcriptionalregulator" "vnz_33205" 7368293 7369300 "-"
"6359" "extracellular solute-binding protein" "vnz_33210" 7369541 7370833 "+"
"6360" "sugar ABC transporter permease" "vnz_33215" 7370826 7371815 "+"
"6361" "carbohydrate ABC transporter permease" "vnz_33220" 7371812 7372642 "+"
"6362" "endo-1,4-beta-xylanase" "vnz_33230" 7374115 7375155 "+"
"6363" "Gfo/Idh/MocA family oxidoreductase" "vnz_33235" 7375152 7376198 "+"
"6364" "PmoA family protein" "vnz_33240" 7376195 7377118 "+"
"6365" "cupin domain-containing protein" "vnz_33245" 7377205 7377861 "+"
"6366" "RICIN domain-containing protein" "vnz_33250" 7377861 7379336 "+"
"6367" "sigma-70 family RNA polymerase sigma factor" "vnz_33255" 7379541 7381091 "+"
"6368" "endo-1,4-beta-xylanase" "vnz_33260" 7381282 7383651 "+"
"6369" "RICIN domain-containing protein" "vnz_33265" 7383691 7386315 "+"
"6370" "nucleoside deaminase" "vnz_33270" 7386408 7386845 "-"
"6371" "LLM class flavin-dependent oxidoreductase" "vnz_33275" 7386842 7387669 "-"
"6372" "Lrp/AsnC family transcriptional regulator" "vnz_33280" 7387763 7388215 "+"
"6373" "hypothetical protein" "vnz_33285" 7388240 7389679 "-"
"6374" "helix-turn-helix transcriptional regulator" "vnz_33290" 7389896 7390465 "-"
"6375" "ABC transporter permease subunit" "vnz_33295" 7390603 7391382 "+"
"6376" "ABC transporter ATP-binding protein" "vnz_33300" 7391379 7392095 "+"
"6377" "ABC transporter substrate-binding protein" "vnz_33305" 7392146 7393123 "+"
"6378" "aryl-sulfate sulfotransferase" "vnz_33310" 7393148 7394257 "+"
"6379" "sulfatase-like hydrolase/transferase" "vnz_33315" 7394389 7396620 "+"
"6380" "formylglycine-generating enzyme family protein" "vnz_33320" 7396664 7397587 "-"
"6381" "TauD/TfdA family dioxygenase" "vnz_33325" 7398414 7399361 "+"
"6382" "NADPH-dependent FMN reductase" "vnz_33330" 7399382 7399939 "+"
"6383" "ABC transporter substrate-binding protein" "vnz_33335" 7399963 7401000 "+"
"6384" "ABC transporter ATP-binding protein" "vnz_33340" 7401006 7401830 "+"
"6385" "ABC transporter permease" "vnz_33345" 7402061 7402828 "+"
"6386" "LLM class flavin-dependent oxidoreductase" "vnz_33350" 7402839 7404176 "+"
"6387" "DUF1345 domain-containing protein" "vnz_33355" 7404440 7405162 "+"
"6388" "SpoIIE family protein phosphatase" "vnz_33360" 7405211 7407391 "-"
"6389" "phytanoyl-CoA dioxygenase family protein" "vnz_33365" 7407440 7408306 "-"
"6390" "transporter" "vnz_33370" 7408457 7410097 "-"
"6391" "hypothetical protein" "vnz_33375" 7410097 7410372 "-"
"6392" "phosphotransferase family protein" "vnz_33380" 7410516 7411616 "-"
"6393" "acyl-CoA dehydrogenase family protein" "vnz_33385" 7411616 7412854 "-"
"6394" "SDR family oxidoreductase" "vnz_33390" 7412884 7413660 "-"
"6395" "AMP-binding protein" "vnz_33395" 7413664 7415343 "-"
"6396" "long-chain fatty acid--CoA ligase" "vnz_33400" 7415385 7416941 "-"
"6397" "aminotransferase class III-fold pyridoxalphosphate-dependent enzyme" "vnz_33405" 7417059 7418315 "-"
"6398" "Zn-dependent alcohol dehydrogenase" "vnz_33410" 7418333 7419448 "-"
"6399" "NAD-dependent succinate-semialdehydedehydrogenase" "vnz_33415" 7419478 7420836 "-"
"6400" "hypothetical protein" "vnz_33420" 7420863 7421567 "-"
"6401" "alpha/beta fold hydrolase" "vnz_33425" 7421592 7422470 "-"
"6402" "NAD(P)/FAD-dependent oxidoreductase" "vnz_33430" 7422520 7424055 "-"
"6403" "APC family permease" "vnz_33435" 7424558 7426006 "+"
"6404" "dihydrodipicolinate reductase" "vnz_33440" 7426228 7427265 "+"
"6405" "FAD-binding oxidoreductase" "vnz_33445" 7427446 7428810 "+"
"6406" "helix-turn-helix transcriptional regulator" "vnz_33450" 7428855 7429463 "-"
"6407" "helix-turn-helix domain-containing protein" "vnz_33455" 7429819 7431054 "+"
"6408" "hypothetical protein" "vnz_33465" 7431972 7432601 "+"
"6409" "class F sortase" "vnz_33470" 7432690 7433427 "+"
"6410" "MFS transporter" "vnz_33475" 7433621 7435165 "-"
"6411" "right-handed parallel beta-helixrepeat-containing protein" "vnz_33480" 7435355 7436419 "+"
"6412" "O-methyltransferase" "vnz_33485" 7436474 7437502 "+"
"6413" "TcmI family type II polyketide cyclase" "vnz_33490" 7437598 7437930 "-"
"6414" "SRPBCC family protein" "vnz_33495" 7437978 7438457 "-"
"6415" "acyl carrier protein" "vnz_33500" 7438459 7438719 "-"
"6416" "ketosynthase chain-length factor" "vnz_33505" 7438744 7439991 "-"
"6417" "beta-ketoacyl-[acyl-carrier-protein] synthasefamily protein" "vnz_33510" 7439988 7441256 "-"
"6418" "cupin domain-containing protein" "vnz_33515" 7441253 7441723 "-"
"6419" "antibiotic biosynthesis monooxygenase" "vnz_33520" 7441791 7442912 "-"
"6420" "FAD-dependent monooxygenase" "vnz_33525" 7443147 7444808 "+"
"6421" "hypothetical protein" "vnz_33530" 7445130 7445648 "+"
"6422" "aspartate 1-decarboxylase" "vnz_33540" 7446447 7446869 "+"
"6423" "transglycosylase family protein" "vnz_33545" 7447244 7448659 "+"
"6425" "(2Fe-2S)-binding protein" "vnz_33550" 7449804 7450517 "+"
"6426" "SDR family NAD(P)-dependent oxidoreductase" "vnz_33555" 7450605 7452089 "+"
"6427" "lipase maturation factor family protein" "vnz_33560" 7452640 7454067 "-"
"6428" "DUF1990 domain-containing protein" "vnz_33565" 7454090 7454641 "-"
"6429" "YndJ family transporter" "vnz_33570" 7454638 7455522 "-"
"6430" "hypothetical protein" "vnz_33575" 7455800 7456933 "+"
"6431" "SpoIIE family protein phosphatase" "vnz_33580" 7456983 7459067 "+"
"6432" "wax ester/triacylglycerol synthase familyO-acyltransferase" "vnz_33585" 7459218 7460567 "+"
"6433" "Fpg/Nei family DNA glycosylase" "vnz_33590" 7460622 7461494 "+"
"6434" "response regulator transcription factor" "vnz_33595" 7461548 7462303 "+"
"6435" "cation acetate symporter" "vnz_33605" 7462827 7464578 "+"
"6436" "histidine kinase" "vnz_33610" 7464575 7465783 "+"
"6437" "hypothetical protein" "vnz_33615" 7465801 7466304 "-"
"6438" "PaaI family thioesterase" "vnz_33620" 7466522 7466935 "-"
"6439" "sigma-70 family RNA polymerase sigma factor" "vnz_33625" 7466940 7467497 "-"
"6440" "CapA family protein" "vnz_33630" 7467779 7468999 "+"
"6441" "universal stress protein" "vnz_33635" 7469033 7469494 "-"
"6442" "polysaccharide deacetylase family protein" "vnz_33640" 7469585 7470463 "+"
"6443" "class F sortase" "vnz_33645" 7470526 7471188 "-"
"6444" "membrane protein" "vnz_33650" 7471592 7472077 "+"
"6445" "hypothetical protein" "vnz_33655" 7472221 7472778 "-"
"6446" "DUF4239 domain-containing protein" "vnz_33660" 7472947 7473711 "-"
"6447" "SAM-dependent methyltransferase" "vnz_33670" 7475055 7475867 "+"
"6448" "EAL domain-containing protein" "vnz_33675" 7475864 7478029 "+"
"6449" "hypothetical protein" "vnz_33680" 7478170 7480347 "-"
"6450" "response regulator transcription factor" "vnz_33685" 7480501 7481196 "+"
"6451" "HAMP domain-containing histidine kinase" "vnz_33690" 7481189 7482277 "+"
"6452" "LysR family transcriptional regulator" "vnz_33695" 7482338 7483270 "-"
"6453" "succinate dehydrogenase" "vnz_33700" 7483361 7484092 "+"
"6454" "fumarate reductase/succinate dehydrogenaseflavoprotein subunit" "vnz_33705" 7484094 7486040 "+"
"6455" "succinate dehydrogenase/fumarate reductaseiron-sulfur subunit" "vnz_33710" 7486037 7486786 "+"
"6456" "tyrosinase cofactor" "vnz_33715" 7487101 7487490 "+"
"6457" "tyrosinase family protein" "vnz_33720" 7487513 7488340 "+"
"6458" "excinuclease ABC subunit UvrA" "vnz_33725" 7488355 7490718 "-"
"6459" "MsnO8 family LLM class oxidoreductase" "vnz_33730" 7490755 7491774 "-"
"6460" "2Fe-2S iron-sulfur cluster bindingdomain-containing protein" "vnz_33735" 7492006 7492683 "+"
"6461" "xanthine dehydrogenase family protein subunit M" "vnz_33740" 7492680 7493663 "+"
"6462" "xanthine dehydrogenase family proteinmolybdopterin-binding subunit" "vnz_33745" 7493680 7495833 "+"
"6463" "hypothetical protein" "vnz_33750" 7495911 7496225 "+"
"6464" "hypothetical protein" "vnz_33755" 7496417 7496863 "+"
"6465" "CsbD family protein" "vnz_33760" 7497195 7497368 "+"
"6466" "SRPBCC family protein" "vnz_33765" 7497523 7498602 "-"
"6467" "histone H1-like repetitive region-containingprotein" "vnz_33770" 7498606 7499583 "-"
"6468" "gas vesicle protein" "vnz_33775" 7499789 7500151 "+"
"6469" "gas vesicle structural protein GvpA" "vnz_33780" 7500180 7500665 "+"
"6470" "GvpL/GvpF family gas vesicle protein" "vnz_33785" 7500669 7501385 "+"
"6471" "gas vesicle protein GvpG" "vnz_33790" 7501410 7501658 "+"
"6472" "GvpL/GvpF family gas vesicle protein" "vnz_33800" 7502255 7503130 "+"
"6473" "gas vesicle protein" "vnz_33805" 7503127 7503408 "+"
"6474" "gas vesicle protein K" "vnz_33810" 7503486 7503857 "+"
"6475" "glycosyltransferase family 1 protein" "vnz_33815" 7503971 7505182 "+"
"6476" "nucleotidase" "vnz_33820" 7505264 7505755 "+"
"6477" "dodecin domain-containing protein" "vnz_33825" 7505943 7506161 "+"
"6478" "VWA domain-containing protein" "vnz_33830" 7506238 7507278 "-"
"6479" "extracellular solute-binding protein" "vnz_33835" 7507571 7508821 "+"
"6480" "GNAT family N-acetyltransferase" "vnz_33840" 7508960 7509835 "+"
"6481" "1-acyl-sn-glycerol-3-phosphate acyltransferase" "vnz_33845" 7509832 7510794 "+"
"6482" "L-histidine N(alpha)-methyltransferase" "vnz_33850" 7510689 7511654 "-"
"6483" "ergothioneine biosynthesis protein EgtC" "vnz_33855" 7511651 7512403 "-"
