"logFC","FDR","gene","add_variable","start","end","width","strand"
-0.4791,0.000233,"SCO5139","solid culture",5586476,5587555,1080,"+"
-0.4792,0.033902,"SCO7060","solid culture",7848995,7849600,606,"-"
-0.4798,0.001636,"SCO4290","solid culture",4705079,4706467,1389,"-"
-0.4802,0.09879,"SCO7811","solid culture",8630050,8630430,381,"-"
-0.4805,0.000281,"SCO4551","solid culture",4969131,4969730,600,"+"
-0.4806,0.002084,"SCO3801","solid culture",4181609,4182907,1299,"+"
-0.4807,0.001143,"SCO4366","solid culture",4778229,4779320,1092,"-"
-0.4808,0.002483,"SCO7258","solid culture",8070206,8070691,486,"-"
-0.4813,0.394615,"SCO0209","solid culture",200024,200428,405,"+"
-0.4816,0.014315,"SCO3756","solid culture",4128978,4129652,675,"-"
-0.4821,0.050322,"SCO6507","solid culture",7198708,7198890,183,"+"
-0.4822,0.00496,"SCO7013","solid culture",7790150,7791565,1416,"-"
-0.4829,0.082606,"SCO7737","solid culture",8573140,8573652,513,"+"
-0.4829,0.008615,"SCO6083","solid culture",6681383,6682630,1248,"+"
-0.4833,0.000647,"SCO7308","solid culture",8115165,8115779,615,"+"
-0.4837,0.103479,"SCO2690","solid culture",2934114,2935478,1365,"+"
-0.4842,0.015659,"SCO6854","solid culture",7625857,7626660,804,"-"
-0.4842,0.005968,"SCO1041","solid culture",1097282,1098505,1224,"+"
-0.4845,0.035189,"SCO1035","solid culture",1092908,1093495,588,"+"
-0.485,0.010914,"SCO4264","solid culture",4679364,4680236,873,"-"
-0.4852,0.008207,"SCO2266","solid culture",2434908,2435765,858,"+"
-0.4854,0.039474,"SCO3640","solid culture",4017820,4018506,687,"-"
-0.4857,0.01256,"SCO3432","solid culture",3792412,3793668,1257,"-"
-0.4861,0.122956,"SCO3182","solid culture",3486550,3487461,912,"-"
-0.4862,0.003104,"SCO6085","solid culture",6683518,6684384,867,"-"
-0.4862,0.000712,"SCO1482","solid culture",1582901,1584007,1107,"-"
-0.4866,0.093633,"SCO3260","solid culture",3609789,3610178,390,"+"
-0.487,0.000115,"SCO4608","solid culture",5032210,5033757,1548,"+"
-0.4871,0.009788,"SCO1848","solid culture",1976849,1978357,1509,"+"
-0.4876,0.020984,"SCO1410","solid culture",1504428,1505123,696,"-"
-0.4882,0.029073,"SCO1055","solid culture",1110755,1113025,2271,"-"
-0.4882,0.005955,"SCO6285","solid culture",6945280,6945543,264,"+"
-0.4884,0.006475,"SCO3669","solid culture",4048921,4050120,1200,"-"
-0.4884,0.003754,"SCO4832","solid culture",5264982,5265950,969,"+"
-0.4885,0.001727,"SCO7346","solid culture",8159608,8161062,1455,"-"
-0.4886,0.031687,"SCO1655","solid culture",1769946,1771550,1605,"-"
-0.4887,0.07373,"SCO6641","solid culture",7376413,7377627,1215,"-"
-0.4887,0.107639,"SCO3598","solid culture",3974836,3975600,765,"-"
-0.4888,0.005574,"SCO7625","solid culture",8451080,8452201,1122,"+"
-0.4889,0.024202,"SCO5259","solid culture",5717518,5718468,951,"-"
-0.489,0.001217,"SCO3100","solid culture",3395638,3396615,978,"-"
-0.4893,0.013254,"SCO5816","solid culture",6361399,6363003,1605,"+"
-0.4893,0.120457,"SCO1495","solid culture",1597578,1598093,516,"-"
-0.4895,0.016613,"SCO4745","solid culture",5158508,5159683,1176,"+"
-0.4896,0.035739,"SCO2861","solid culture",3117159,3117881,723,"+"
-0.4897,0.413042,"SCO0171","solid culture",161237,162553,1317,"+"
-0.4899,0.000801,"SCO2897","solid culture",3151125,3153395,2271,"+"
-0.4901,0.070068,"SCO0484","solid culture",503539,504705,1167,"-"
-0.4901,0.000101,"SCO4548","solid culture",4964061,4967069,3009,"+"
-0.4906,0.148815,"SCO3953","solid culture",4352462,4353010,549,"-"
-0.4909,0.058287,"SCO3149","solid culture",3449961,3450821,861,"-"
-0.4914,0.023989,"SCO1788","solid culture",1911986,1913017,1032,"-"
-0.4915,0.141818,"SCO3770","solid culture",4143070,4144254,1185,"+"
-0.4921,0.010136,"SCO5095","solid culture",5536422,5536994,573,"+"
-0.4922,0.001996,"SCO5450","solid culture",5933596,5935479,1884,"-"
-0.4923,0.07448,"SCO3695","solid culture",4075117,4075605,489,"-"
-0.4928,0.065279,"SCO3347","solid culture",3705379,3706236,858,"-"
-0.4929,0.004064,"SCO2191","solid culture",2357793,2359196,1404,"+"
-0.4952,0.012633,"SCO7586","solid culture",8410741,8411814,1074,"+"
-0.4953,0.067361,"SCO3787","solid culture",4163376,4164320,945,"+"
-0.4954,0.028904,"SCO3913","solid culture",4309887,4310339,453,"-"
-0.4957,0.555454,"SCO0167","solid culture",157189,158073,885,"-"
-0.4958,0.059644,"SCO4086","solid culture",4479261,4480853,1593,"+"
-0.4959,0.002383,"SCO4312","solid culture",4724168,4724956,789,"-"
-0.4961,0.000102,"SCO6319","solid culture",6976852,6977634,783,"+"
-0.4973,0.00303,"SCO5922","solid culture",6490462,6491442,981,"-"
-0.4975,0.127459,"SCO4805","solid culture",5231927,5233081,1155,"+"
-0.4977,0.002705,"SCO7264","solid culture",8074183,8075100,918,"+"
-0.4985,0.001079,"SCO1871","solid culture",2004598,2006127,1530,"-"
-0.4985,0.093234,"SCO0058","solid culture",44253,44975,723,"+"
-0.4994,0.008699,"SCO4600","solid culture",5024015,5024713,699,"+"
-0.4998,0.021576,"SCO0249","solid culture",238280,239794,1515,"-"
-0.5001,0.127907,"SCO5991","solid culture",6565263,6565649,387,"+"
-0.5002,0.043586,"SCO2429","solid culture",2604477,2605133,657,"-"
-0.5002,0.002164,"SCO2687","solid culture",2931148,2931792,645,"+"
-0.5003,0.058628,"SCO5372","solid culture",5841782,5842699,918,"+"
-0.5007,0.027317,"SCO6232","solid culture",6854701,6857163,2463,"+"
-0.5011,0.015829,"SCO1561","solid culture",1672877,1673236,360,"+"
-0.5017,0.091443,"SCO0972","solid culture",1024039,1024383,345,"+"
-0.502,0.060022,"SCO4904","solid culture",5336632,5337183,552,"-"
-0.502,0.000345,"SCO4972","solid culture",5407685,5410105,2421,"+"
-0.5028,0.003128,"SCO0912","solid culture",957204,958019,816,"+"
-0.5029,0.065583,"SCO4140","solid culture",4554467,4555531,1065,"-"
-0.5029,0.050724,"SCO5808","solid culture",6352147,6352806,660,"+"
-0.5031,0.005537,"SCO2449","solid culture",2631773,2632795,1023,"+"
-0.5036,0.001177,"SCO5262","solid culture",5721695,5722660,966,"+"
-0.5037,0.29755,"SCO3310","solid culture",3661737,3661991,255,"+"
-0.5038,0.161714,"SCO7713","solid culture",8549088,8549492,405,"+"
-0.5039,0.006238,"SCO1581","solid culture",1691495,1692058,564,"+"
-0.5041,0.01424,"SCO1816","solid culture",1945493,1947016,1524,"+"
-0.5043,0.009382,"SCO6506","solid culture",7197932,7198711,780,"+"
-0.5044,0.004744,"SCO3322","solid culture",3673970,3674866,897,"+"
-0.5045,0.004308,"SCO1975","solid culture",2114500,2115132,633,"-"
-0.5046,0.093633,"SCO4896","solid culture",5329530,5330840,1311,"-"
-0.5048,0.000735,"SCO5549","solid culture",6048321,6049055,735,"+"
-0.5058,0.518135,"SCO0177","solid culture",166033,166614,582,"+"
-0.5059,0.006641,"SCO1361","solid culture",1439133,1439819,687,"+"
-0.5061,0.001768,"SCO2674","solid culture",2914632,2915591,960,"+"
-0.5064,0.00964,"SCO4492","solid culture",4912029,4912679,651,"+"
-0.507,0.051923,"SCO3967","solid culture",4368066,4368827,762,"-"
-0.5075,0.113787,"SCO0101","solid culture",83516,84259,744,"-"
-0.5088,0.035361,"SCO3410","solid culture",3775723,3777459,1737,"+"
-0.5089,0.000311,"SCO2546","solid culture",2745002,2746024,1023,"-"
-0.5092,0.000853,"SCO4021","solid culture",4415941,4417515,1575,"+"
-0.5093,0.013619,"SCO1954","solid culture",2090209,2091159,951,"+"
-0.5098,0.021021,"SCO2254","solid culture",2420563,2421804,1242,"-"
-0.5101,0.00024,"SCO1549","solid culture",1657259,1658197,939,"-"
-0.5109,0.012329,"SCO4696","solid culture",5120514,5120981,468,"+"
-0.5111,0.063224,"SCO1684","solid culture",1804126,1805142,1017,"-"
-0.5113,0.033019,"SCO3210","solid culture",3519449,3520903,1455,"-"
-0.5119,0.000274,"SCO5448","solid culture",5930034,5931785,1752,"-"
-0.5123,0.059672,"SCO3908","solid culture",4304258,4304494,237,"+"
-0.5124,0.087783,"SCO7812","solid culture",8630427,8631386,960,"-"
-0.5127,0.000176,"SCO2377","solid culture",2547771,2548787,1017,"-"
-0.5128,0.014454,"SCO7597","solid culture",8423879,8424877,999,"-"
-0.5129,0.008027,"SCO2291","solid culture",2460463,2461470,1008,"-"
-0.5131,0.018747,"SCO1210","solid culture",1281884,1282540,657,"+"
-0.5133,5.8e-05,"SCO4846","solid culture",5277574,5278539,966,"+"
-0.5138,0.018065,"SCO5354","solid culture",5822215,5823504,1290,"+"
-0.5138,0.009405,"SCO2227","solid culture",2394422,2394982,561,"-"
-0.5142,0.001179,"SCO6406","solid culture",7071396,7071791,396,"-"
-0.5142,0.003571,"SCO4299","solid culture",4715693,4716040,348,"+"
-0.5145,0.001105,"SCO4368","solid culture",4782332,4783492,1161,"-"
-0.5146,0.001126,"SCO2335","solid culture",2504417,2506702,2286,"-"
-0.5146,3.5e-05,"SCO1872","solid culture",2006250,2007023,774,"+"
-0.5149,0.010095,"SCO6959","solid culture",7726124,7726489,366,"+"
-0.5154,0.003426,"SCO2274","solid culture",2443461,2444303,843,"+"
-0.5161,0.102925,"SCO5367","solid culture",5837433,5838254,822,"+"
-0.5163,0.001832,"SCO0253","solid culture",242194,242766,573,"+"
-0.5169,0.006299,"SCO7470","solid culture",8283620,8284132,513,"-"
-0.5172,0.144058,"SCO0148","solid culture",139467,139712,246,"+"
-0.5175,0.039579,"SCO6370","solid culture",7031672,7032706,1035,"-"
-0.5177,7.5e-05,"SCO1336","solid culture",1412774,1414348,1575,"+"
-0.5178,0.005198,"SCO4357","solid culture",4771195,4772241,1047,"+"
-0.518,0.006808,"SCO2878","solid culture",3131350,3133899,2550,"+"
-0.5181,0.00325,"SCO3062","solid culture",3354681,3355955,1275,"-"
-0.5181,0.004097,"SCO2325","solid culture",2496748,2497599,852,"+"
-0.5182,0.091187,"SCO2187","solid culture",2353659,2354585,927,"-"
-0.5184,0.017423,"SCO2920","solid culture",3169339,3171684,2346,"-"
-0.5186,0.021956,"SCO3698","solid culture",4077583,4078692,1110,"-"
-0.5187,0.012795,"SCO2484","solid culture",2673743,2675029,1287,"+"
-0.519,0.018585,"SCO0471","solid culture",491901,492881,981,"+"
-0.5193,0.04467,"SCO3736","solid culture",4108736,4109227,492,"-"
-0.5197,0.000428,"SCO4612","solid culture",5036030,5037274,1245,"-"
-0.5198,0.000927,"SCO4936","solid culture",5371593,5372276,684,"+"
-0.52,0.063112,"SCO6587","solid culture",7297430,7298992,1563,"+"
-0.5201,0.021741,"SCO1244","solid culture",1316289,1317512,1224,"+"
-0.5205,0.013584,"SCO3727","solid culture",4101639,4102223,585,"+"
-0.5206,0.076962,"SCO2069","solid culture",2220185,2220775,591,"-"
-0.5207,0.018202,"SCO1454","solid culture",1551086,1552783,1698,"-"
-0.5211,0.003078,"SCO3690","solid culture",4071572,4072381,810,"+"
-0.5213,0.002112,"SCO3970","solid culture",4370586,4372061,1476,"-"
-0.5214,0.055179,"SCO3664","solid culture",4043991,4045001,1011,"+"
-0.5222,0.019911,"SCO4342","solid culture",4756861,4757403,543,"+"
-0.5224,0.024107,"SCO0085","solid culture",71648,72139,492,"-"
-0.5227,0.005272,"SCO1545","solid culture",1653340,1654167,828,"-"
-0.5229,0.219972,"SCO6215","solid culture",6830017,6830142,126,"+"
-0.5233,0.016865,"SCO5753","solid culture",6291623,6292414,792,"+"
-0.5234,0.036553,"SCO4015","solid culture",4410971,4411894,924,"+"
-0.5238,0.055587,"SCO2149","solid culture",2311681,2312742,1062,"-"
-0.5242,0.167793,"SCO4520","solid culture",4941567,4941872,306,"-"
-0.5244,0.013565,"SCO2627","solid culture",2854112,2854591,480,"-"
-0.5244,0.016613,"SCO3414","solid culture",3779785,3780231,447,"-"
-0.5244,0.152618,"SCO5568","solid culture",6067241,6067720,480,"+"
-0.5248,0.133124,"SCO3006","solid culture",3280002,3280577,576,"+"
-0.525,0.089478,"SCO5373","solid culture",5842699,5844135,1437,"+"
-0.5251,0.005015,"SCO2324","solid culture",2495060,2496751,1692,"+"
-0.5252,0.04516,"SCO3123","solid culture",3423989,3424963,975,"+"
-0.5254,0.001364,"SCO0254","solid culture",243022,243762,741,"-"
-0.5256,0.200916,"SCO5055","solid culture",5494413,5494679,267,"-"
-0.5263,0.000423,"SCO7494","solid culture",8306615,8307055,441,"-"
-0.5265,0.0286,"SCO7022","solid culture",7808129,7809061,933,"+"
-0.527,0.021647,"SCO4653","solid culture",5077088,5077471,384,"+"
-0.5277,0.001482,"SCO2223","solid culture",2387313,2388005,693,"+"
-0.5283,0.018009,"SCO0596","solid culture",637261,637824,564,"+"
-0.5283,0.002699,"SCO4042","solid culture",4436138,4436752,615,"-"
-0.5288,0.046011,"SCO7707","solid culture",8544375,8544659,285,"+"
-0.5289,0.108844,"SCO1923","solid culture",2055397,2055714,318,"-"
-0.5289,0.000409,"SCO2121","solid culture",2281433,2282674,1242,"-"
-0.5289,0.000471,"SCO7311","solid culture",8118005,8119483,1479,"-"
-0.5293,0.031748,"SCO1941","solid culture",2074235,2075203,969,"-"
-0.5305,0.37172,"SCO0139","solid culture",132327,132647,321,"+"
-0.5306,0.002594,"SCO5787","solid culture",6324453,6325970,1518,"+"
-0.531,0.054462,"SCO5793","solid culture",6329272,6330141,870,"+"
-0.5314,0.00144,"SCO1279","solid culture",1349799,1350677,879,"+"
-0.5314,0.000377,"SCO6657","solid culture",7392553,7394136,1584,"-"
-0.5314,0.01474,"SCO1152","solid culture",1211504,1214068,2565,"+"
-0.5316,0.091381,"SCO4690","solid culture",5117634,5117876,243,"+"
-0.5316,0.009538,"SCO2386","solid culture",2558045,2559250,1206,"+"
-0.532,1.3e-05,"SCO7038","solid culture",7830042,7832324,2283,"-"
-0.5322,0.000918,"SCO6501","solid culture",7194725,7195498,774,"+"
-0.5322,0.00146,"SCO4470","solid culture",4888303,4889004,702,"+"
-0.533,0.106197,"SCO5129","solid culture",5577212,5578168,957,"+"
-0.5332,0.070999,"SCO2533","solid culture",2731524,2732021,498,"+"
-0.5335,0.011662,"SCO0840","solid culture",888194,888700,507,"-"
-0.5339,0.000228,"SCO6751","solid culture",7507178,7508116,939,"-"
-0.5341,0.003857,"SCO6257","solid culture",6879297,6880301,1005,"+"
-0.5342,0.062603,"SCO1623","solid culture",1737167,1738009,843,"+"
-0.5348,0.002606,"SCO1942","solid culture",2075313,2076968,1656,"-"
-0.5363,0.013691,"SCO7012","solid culture",7789123,7790082,960,"-"
-0.5369,4e-06,"SCO5842","solid culture",6394529,6397648,3120,"+"
-0.5372,0.04723,"SCO5068","solid culture",5510516,5511115,600,"-"
-0.5374,0.078164,"SCO4541","solid culture",4957723,4959303,1581,"-"
-0.5377,0.42092,"SCO7242","solid culture",8051378,8051503,126,"+"
-0.5388,0.007549,"SCO0793","solid culture",840026,840334,309,"-"
-0.5393,0.046501,"SCO7772","solid culture",8600297,8600881,585,"-"
-0.5398,0.037819,"SCO7780","solid culture",8607539,8608480,942,"+"
-0.5398,0.043819,"SCO0187","solid culture",176501,177496,996,"+"
-0.54,0.018413,"SCO6094","solid culture",6693977,6694888,912,"-"
-0.5404,0.013703,"SCO4465","solid culture",4884932,4885462,531,"+"
-0.5405,0.001111,"SCO2872","solid culture",3126611,3127843,1233,"+"
-0.5412,0.162785,"SCO7767","solid culture",8596583,8597410,828,"-"
-0.5412,0.089048,"SCO7083","solid culture",NA,NA,NA,NA
-0.5418,0.126926,"SCO3262","solid culture",3612168,3612917,750,"+"
-0.5423,0.005157,"SCO7763","solid culture",8593351,8594052,702,"+"
-0.5424,0.07797,"SCO0999","solid culture",1054754,1055401,648,"-"
-0.5428,0.059989,"SCO7799","solid culture",8620776,8621255,480,"-"
-0.5433,0.013118,"SCO1213","solid culture",1284562,1285290,729,"+"
-0.544,0.001634,"SCO5849","solid culture",6404883,6406040,1158,"+"
-0.5453,4.1e-05,"SCO0695","solid culture",736520,737506,987,"+"
-0.5455,0.000129,"SCO3408","solid culture",3773464,3774843,1380,"-"
-0.5456,0.00696,"SCO7179","solid culture",7978957,7980885,1929,"-"
-0.5457,0.026104,"SCO3066","solid culture",3359355,3359867,513,"-"
-0.5457,0.001847,"SCO2798","solid culture",3054670,3056109,1440,"+"
-0.546,0.002065,"SCO7156","solid culture",7950408,7950953,546,"-"
-0.5463,0.004746,"SCO4284","solid culture",4699398,4700543,1146,"-"
-0.5466,0.201119,"SCO2195","solid culture",2363105,2363320,216,"+"
-0.5467,0.068711,"SCO4952","solid culture",5389080,5389676,597,"+"
-0.5467,0.000463,"SCO0741","solid culture",783096,784184,1089,"-"
-0.5468,0.009943,"SCO0818","solid culture",867800,868594,795,"+"
-0.5469,0.001453,"SCO0262","solid culture",250805,251740,936,"+"
-0.5472,0.025968,"SCO5131","solid culture",5578902,5580068,1167,"+"
-0.548,0.040763,"SCO6889","solid culture",7656920,7657660,741,"+"
-0.5491,0.005711,"SCO2320","solid culture",2490934,2491818,885,"-"
-0.5492,0.016655,"SCO2539","solid culture",2736597,2737559,963,"+"
-0.5493,0.009394,"SCO4875","solid culture",5306624,5307574,951,"+"
-0.5493,0.512144,"SCO0201","solid culture",190983,191654,672,"-"
-0.5495,0.003244,"SCO4643","solid culture",5067001,5068152,1152,"+"
-0.5499,0.017702,"SCO3326","solid culture",3678597,3679658,1062,"-"
-0.5499,0.000285,"SCO3638","solid culture",4015726,4016391,666,"-"
-0.5503,0.086214,"SCO0250","solid culture",239858,240523,666,"+"
-0.5503,0.074419,"SCO4154","solid culture",4571295,4571696,402,"+"
-0.5506,0.003684,"SCO7222","solid culture",8027802,8028512,711,"-"
-0.5517,0.001029,"SCO2132","solid culture",2292487,2293725,1239,"-"
-0.5521,0.000667,"SCO6294","solid culture",6953679,6954470,792,"-"
-0.553,0.001225,"SCO4067","solid culture",4457168,4459522,2355,"+"
-0.5532,0.002273,"SCO1424","solid culture",1519926,1521536,1611,"-"
-0.5538,0.005084,"SCO2725","solid culture",2972229,2973086,858,"+"
-0.5547,0.072819,"SCO3523","solid culture",3891104,3891829,726,"+"
-0.5547,0.006212,"SCO4125","solid culture",4537923,4538456,534,"+"
-0.5551,0.012208,"SCO2853","solid culture",3111340,3111894,555,"-"
-0.5559,0.006246,"SCO0343","solid culture",347814,348083,270,"+"
-0.5563,0.007231,"SCO3132","solid culture",3433453,3434364,912,"-"
-0.5568,0.00276,"SCO1850","solid culture",1982004,1984022,2019,"+"
-0.5572,0.010711,"SCO5380","solid culture",5849797,5849985,189,"+"
-0.5573,0.067129,"SCO4344","solid culture",4757715,4758560,846,"-"
-0.5574,0.313271,"SCO5412","solid culture",5882513,5882656,144,"+"
-0.5576,0.154601,"SCO1866","solid culture",2000500,2000898,399,"+"
-0.5603,0.002571,"SCO2797","solid culture",3053615,3054526,912,"+"
-0.5618,0.00262,"SCO2228","solid culture",2395074,2396807,1734,"-"
-0.5632,1.3e-05,"SCO7033","solid culture",7820139,7821806,1668,"-"
-0.5634,0.07391,"SCO2148","solid culture",2310047,2311684,1638,"-"
-0.5634,0.000698,"SCO7139","solid culture",7932929,7934395,1467,"+"
-0.564,0.015724,"SCO7274","solid culture",8082329,8083531,1203,"-"
-0.5643,0.002609,"SCO5042","solid culture",5480624,5482009,1386,"-"
-0.5644,0.004752,"SCO6923","solid culture",7686586,7687302,717,"-"
-0.5646,0.107192,"SCO1274","solid culture",1344147,1344806,660,"+"
-0.5647,0.020401,"SCO3126","solid culture",3426533,3427051,519,"+"
-0.5648,0.028561,"SCO0089","solid culture",75856,76893,1038,"+"
-0.5655,0.038951,"SCO3665","solid culture",4044998,4045981,984,"+"
-0.5661,0.016558,"SCO4730","solid culture",5143544,5144050,507,"+"
-0.5665,0.028324,"SCO7747","solid culture",8580056,8581234,1179,"+"
-0.5665,0.004882,"SCO3875","solid culture",4265873,4266445,573,"-"
-0.5675,0.018816,"SCO7216","solid culture",8020184,8021290,1107,"+"
-0.5683,0.1549,"SCO4000","solid culture",4395100,4395579,480,"-"
-0.5683,0.000149,"SCO5603","solid culture",6104868,6106493,1626,"+"
-0.5683,0.011912,"SCO2015","solid culture",2157990,2159798,1809,"+"
-0.5684,0.004689,"SCO2475","solid culture",2666940,2667869,930,"+"
-0.5685,0.000963,"SCO3534","solid culture",3899823,3902345,2523,"+"
-0.5687,0.014377,"SCO4549","solid culture",4967066,4967845,780,"+"
-0.5693,0.028253,"SCO3160","solid culture",3462426,3463187,762,"+"
-0.5696,1.3e-05,"SCO4829","solid culture",5260321,5261853,1533,"+"
-0.5699,0.028575,"SCO5000","solid culture",5438306,5438614,309,"+"
-0.5704,0.00042,"SCO3628","solid culture",4006237,4006728,492,"-"
-0.5705,0.002045,"SCO2182","solid culture",2347778,2348401,624,"+"
-0.571,0.002715,"SCO1315","solid culture",1391367,1391903,537,"+"
-0.571,0.003881,"SCO7032","solid culture",7819501,7820142,642,"-"
-0.5712,0.045675,"SCO0232","solid culture",221414,221599,186,"-"
-0.5713,0.002826,"SCO3865","solid culture",4249601,4250383,783,"+"
-0.5717,0.010626,"SCO7778","solid culture",8605797,8606564,768,"+"
-0.5717,0.012909,"SCO1500","solid culture",1602591,1603094,504,"-"
-0.5726,0.011409,"SCO3559","solid culture",3934978,3935802,825,"-"
-0.5733,0.118972,"SCO3158","solid culture",3460797,3461177,381,"-"
-0.5734,0.129695,"SCO3267","solid culture",3614834,3615034,201,"+"
-0.5737,0.083417,"SCO6833","solid culture",7604468,7604947,480,"+"
-0.5737,0.013627,"SCO5369","solid culture",5838602,5839156,555,"+"
-0.5738,0.012278,"SCO7284","solid culture",8089935,8090642,708,"+"
