"gene","logFC","FDR","add_variable","start","end","width","strand"
"SCO1545",-0.494575786,0.000555378,"delgbn45h",1653340,1654167,828,"-"
"SCO1546",-0.41369351,0.000231718,"delgbn45h",1654295,1655116,822,"-"
"SCO1547",0.119607527,0.476506759,"delgbn45h",1655113,1656174,1062,"-"
"SCO1548",-0.62199149,5.06e-05,"delgbn45h",1656870,1657130,261,"-"
"SCO1549",-0.174025487,0.450603426,"delgbn45h",1657259,1658197,939,"-"
"SCO1550",-1.12468337,1.53e-05,"delgbn45h",1658389,1658571,183,"-"
"SCO1551",-0.21742273,0.009248094,"delgbn45h",1659144,1660625,1482,"+"
"SCO1552",-1.260953447,3.64e-29,"delgbn45h",1660653,1661471,819,"-"
"SCO1553",-1.435760165,3.92e-43,"delgbn45h",1661473,1662705,1233,"-"
"SCO1554",-1.395526426,1.23e-72,"delgbn45h",1662892,1666530,3639,"-"
"SCO1555",0.129884469,0.44975625,"delgbn45h",1666903,1668129,1227,"-"
"SCO1556",-0.221710345,0.111901033,"delgbn45h",1668247,1668945,699,"-"
"SCO1557",1.855713337,9.62e-22,"delgbn45h",1669056,1669883,828,"-"
"SCO1558",3.275860863,9.09e-34,"delgbn45h",1669950,1670672,723,"-"
"SCO1559",2.587671716,1.24e-35,"delgbn45h",1670684,1671790,1107,"-"
"SCO1560",-0.752593444,0.003035321,"delgbn45h",1672166,1672816,651,"-"
"SCO1561",-0.77823054,2.54e-06,"delgbn45h",1672877,1673236,360,"+"
"SCO1562",-0.783802355,1.42e-08,"delgbn45h",1673238,1673654,417,"+"
"SCO1563",-0.664847104,4.04e-07,"delgbn45h",1673718,1674203,486,"-"
"SCO1564",0.068777875,0.795438384,"delgbn45h",1674273,1674773,501,"-"
"SCO1565",0.051893362,0.833968381,"delgbn45h",1674848,1676026,1179,"-"
"SCO1566",0.453277431,0.00183007,"delgbn45h",1676402,1677073,672,"+"
"SCO1567",0.281328617,0.090205066,"delgbn45h",1677149,1678681,1533,"-"
"SCO1568",0.655395715,0.000846577,"delgbn45h",1678678,1679247,570,"-"
"SCO1569",0.459492831,2.75e-05,"delgbn45h",1679335,1680387,1053,"-"
"SCO1570",-0.359824106,0.000349789,"delgbn45h",1680432,1681859,1428,"-"
"SCO1571",-1.134831029,8.69e-21,"delgbn45h",1681979,1682566,588,"+"
"SCO1572",0.979551902,9.97e-19,"delgbn45h",1682570,1683286,717,"+"
"SCO1573",-4.172237341,0,"delgbn45h",1683419,1684756,1338,"+"
"SCO1574",-4.323249635,1.63e-292,"delgbn45h",1684919,1685587,669,"+"
"SCO1575",-3.979657527,8.79e-208,"delgbn45h",1685643,1686383,741,"+"
"SCO1576",-1.741798676,2.74e-56,"delgbn45h",1686616,1687155,540,"-"
"SCO1577",-0.88041673,3.78e-24,"delgbn45h",1687163,1688371,1209,"-"
"SCO1578",-0.928685638,4.25e-17,"delgbn45h",1688368,1689288,921,"-"
"SCO1579",-0.752133294,7.74e-13,"delgbn45h",1689285,1690436,1152,"-"
"SCO1580",-0.339247861,0.000958784,"delgbn45h",1690433,1691461,1029,"-"
"SCO1581",-0.695858107,0.00065811,"delgbn45h",1691495,1692058,564,"+"
"SCO1582",-0.719012399,0.000126592,"delgbn45h",1692048,1692572,525,"-"
"SCO1583",0.3670152,0.215386622,"delgbn45h",1692635,1695109,2475,"-"
"SCO1584",-0.162465226,0.442168112,"delgbn45h",1695246,1695704,459,"+"
"SCO1585",-1.092216711,5.88e-05,"delgbn45h",1695667,1696287,621,"-"
"SCO1586",-0.800173139,0.002830904,"delgbn45h",1696361,1696801,441,"-"
"SCO1587",0.392276665,0.082490942,"delgbn45h",1696856,1698298,1443,"-"
"SCO1588",1.604103451,1.23e-25,"delgbn45h",1698333,1699295,963,"+"
"SCO1589",2.816184894,1.98e-67,"delgbn45h",1699336,1699530,195,"+"
"SCO1590",1.31603938,1.29e-30,"delgbn45h",1699562,1700806,1245,"-"
"SCO1591",-0.498315617,2.52e-05,"delgbn45h",1700944,1701855,912,"+"
"SCO1592",-0.453991109,0.039251399,"delgbn45h",1701846,1702388,543,"-"
"SCO1593",-0.738127542,3.56e-06,"delgbn45h",1702516,1703856,1341,"-"
"SCO1594",-0.902701624,2.14e-41,"delgbn45h",1704284,1706806,2523,"-"
"SCO1595",-0.772666903,2.43e-25,"delgbn45h",1706806,1707927,1122,"-"
"SCO1596",-1.020623782,4.49e-23,"delgbn45h",1708109,1709248,1140,"-"
"SCO1597",-0.648825625,7.35e-07,"delgbn45h",1709299,1710147,849,"-"
"SCO1598",-0.441178921,4.69e-07,"delgbn45h",1710331,1710714,384,"-"
"SCO1599",-0.453263712,9.39e-09,"delgbn45h",1710812,1711006,195,"-"
"SCO1600",-0.341850863,2.93e-05,"delgbn45h",1711121,1711774,654,"-"
"SCO1601",-0.822626447,4.05e-11,"delgbn45h",1712158,1712523,366,"+"
"SCO1602",-0.999779166,2.1e-12,"delgbn45h",1712548,1713279,732,"-"
"SCO1603",-0.872856162,1.52e-08,"delgbn45h",1713855,1715099,1245,"+"
"SCO1604",-1.485928539,3.01e-06,"delgbn45h",1715151,1715678,528,"-"
"SCO1606",0.100179379,0.774648256,"delgbn45h",1715926,1716894,969,"+"
"SCO1607",-1.167885951,2.42e-23,"delgbn45h",1716909,1718090,1182,"-"
"SCO1608",-1.371611551,1.44e-24,"delgbn45h",1718087,1718800,714,"-"
"SCO1609",-0.352868943,0.018290096,"delgbn45h",1720261,1721469,1209,"+"
"SCO1610",-0.688745443,2.52e-14,"delgbn45h",1721502,1722461,960,"-"
"SCO1611",-0.529618243,7.12e-06,"delgbn45h",1722499,1723281,783,"-"
"SCO1612",-0.518350475,3.85e-05,"delgbn45h",1723278,1724729,1452,"-"
"SCO1613",-0.425000923,2.03e-06,"delgbn45h",1724726,1726114,1389,"-"
"SCO1614",-1.172250539,8.89e-13,"delgbn45h",1726192,1726902,711,"+"
"SCO1615",-0.217600618,0.220014624,"delgbn45h",1726978,1727706,729,"+"
"SCO1616",0.619092066,6.02e-06,"delgbn45h",1728427,1729404,978,"-"
"SCO1617",0.283140374,0.185874631,"delgbn45h",1729475,1730659,1185,"+"
"SCO1618",-0.357527509,0.000153847,"delgbn45h",1730586,1731305,720,"-"
"SCO1619",-0.398781437,9.13e-05,"delgbn45h",1731316,1731885,570,"-"
"SCO1620",0.877456101,8.6e-06,"delgbn45h",1732259,1734874,2616,"-"
"SCO1621",0.697467966,0.008172125,"delgbn45h",1734867,1735961,1095,"-"
"SCO1622",0.117435698,0.312110228,"delgbn45h",1736156,1737061,906,"+"
"SCO1623",0.84656982,1.02e-10,"delgbn45h",1737167,1738009,843,"+"
"SCO1624",-1.136261355,1.8e-16,"delgbn45h",1738408,1738998,591,"-"
"SCO1625",-1.646570175,2.93e-53,"delgbn45h",1739097,1740071,975,"+"
"SCO1626",-1.8413677,4.75e-59,"delgbn45h",1740065,1741561,1497,"-"
"SCO1627",-1.776386675,3.67e-47,"delgbn45h",1741637,1742167,531,"-"
"SCO1628",-1.736520356,1.4e-45,"delgbn45h",1742238,1742654,417,"-"
"SCO1629",-1.704041385,7.07e-39,"delgbn45h",1742651,1743058,408,"-"
"SCO1630",-1.811426258,1.15e-55,"delgbn45h",1743055,1744680,1626,"-"
"SCO1631",-1.174059845,2.47e-55,"delgbn45h",1745083,1747935,2853,"-"
"SCO1632",-0.545879451,7.3e-12,"delgbn45h",1748003,1748953,951,"-"
"SCO1633",-0.074582247,0.338043595,"delgbn45h",1749001,1749288,288,"-"
"SCO1634",-1.171228066,3.2e-16,"delgbn45h",1749565,1749759,195,"-"
"SCO1635",-1.220747754,3.5e-34,"delgbn45h",1749770,1750081,312,"-"
"SCO1636",-1.204832188,9.18e-45,"delgbn45h",1750078,1751160,1083,"-"
"SCO1637",-0.842197142,1.29e-30,"delgbn45h",1751179,1752132,954,"-"
"SCO1638",-0.789837827,4.13e-19,"delgbn45h",1752270,1752641,372,"-"
"SCO1639",-0.534422084,7.21e-06,"delgbn45h",1752701,1753708,1008,"-"
"SCO1640",0.110777699,0.364853402,"delgbn45h",1753890,1755251,1362,"-"
"SCO1641",0.610244185,0.025730008,"delgbn45h",1755261,1756478,1218,"-"
"SCO1642",-0.825196412,7.41e-17,"delgbn45h",1756582,1757634,1053,"+"
"SCO1643",-0.694235075,4.6e-15,"delgbn45h",1757649,1758413,765,"-"
"SCO1644",-0.633799147,3.73e-13,"delgbn45h",1758475,1759320,846,"-"
"SCO1645",-0.704447775,1.88e-10,"delgbn45h",1759272,1759865,594,"-"
"SCO1646",-0.245791169,0.046816821,"delgbn45h",1759899,1760117,219,"-"
"SCO1647",-0.622449906,7.32e-11,"delgbn45h",1760296,1761789,1494,"-"
"SCO1648",-0.045137186,0.746962774,"delgbn45h",1762040,1763806,1767,"-"
"SCO1649",-0.232824685,0.131527886,"delgbn45h",1764052,1764357,306,"+"
"SCO1650",-0.746213996,6.86e-09,"delgbn45h",1764432,1765022,591,"-"
"SCO1651",-0.681102443,3.71e-20,"delgbn45h",1765257,1766159,903,"-"
"SCO1652",-0.166177456,0.180135045,"delgbn45h",1766287,1767411,1125,"-"
"SCO1653",0.333781867,0.007976964,"delgbn45h",1768285,1769139,855,"+"
"SCO1654",-0.718837824,2.49e-11,"delgbn45h",1769156,1769827,672,"+"
"SCO1655",-1.402988847,7.15e-65,"delgbn45h",1769946,1771550,1605,"-"
"SCO1656",1.447750809,3.82e-19,"delgbn45h",1771994,1772695,702,"-"
"SCO1657",0.702396236,7.35e-12,"delgbn45h",1772821,1776333,3513,"-"
"SCO1658",-2.084567696,6.17e-05,"delgbn45h",1776737,1777501,765,"+"
"SCO1659",-3.721611405,5.08e-08,"delgbn45h",1777840,1778634,795,"+"
"SCO1660",-2.735702354,1.67e-05,"delgbn45h",1778726,1780264,1539,"+"
"SCO1661",-2.894045127,8.01e-06,"delgbn45h",1780273,1781889,1617,"+"
"SCO1662",-0.821776083,0.021920823,"delgbn45h",1782041,1783042,1002,"+"
"SCO1663",0.384156944,5.5e-05,"delgbn45h",1783107,1784336,1230,"-"
"SCO1664",-0.225749203,0.030480476,"delgbn45h",1784440,1785237,798,"-"
"SCO1665",-0.155351744,0.077689072,"delgbn45h",1785234,1785824,591,"-"
"SCO1666",-0.025850929,0.850417112,"delgbn45h",1785910,1786596,687,"-"
"SCO1667",2.457778968,2.26e-59,"delgbn45h",1786649,1787653,1005,"+"
"SCO1668",4.610863218,2.31e-235,"delgbn45h",1787668,1788456,789,"-"
"SCO1669",2.359101513,1.92e-112,"delgbn45h",1788693,1789748,1056,"-"
"SCO1670",-0.070149142,0.612383929,"delgbn45h",1789862,1790848,987,"+"
"SCO1671",0.188053942,0.05687427,"delgbn45h",1790845,1793163,2319,"+"
"SCO1672",-0.740234021,5.27e-25,"delgbn45h",1793226,1794029,804,"-"
"SCO1673",-0.58205177,1.27e-10,"delgbn45h",1794077,1794265,189,"+"
"SCO1674",-0.673526714,3.95e-18,"delgbn45h",1794330,1795109,780,"-"
"SCO1675",-1.201035743,3.63e-22,"delgbn45h",1795289,1795522,234,"-"
"SCO1676",0.012874891,0.921740171,"delgbn45h",1795655,1796992,1338,"-"
"SCO1677",-0.513673818,0.002407764,"delgbn45h",1797321,1797695,375,"+"
"SCO1678",-0.390209597,0.003419337,"delgbn45h",1797723,1798424,702,"-"
"SCO1679",-0.777535313,0.000261022,"delgbn45h",1798561,1799088,528,"+"
"SCO1680",-0.274844252,0.155214342,"delgbn45h",1799183,1800580,1398,"+"
"SCO1681",-0.269681345,0.352323052,"delgbn45h",1800620,1801381,762,"+"
"SCO1682",-1.018527246,0.001986294,"delgbn45h",1801378,1802454,1077,"+"
"SCO1683",-2.318425253,9.86e-18,"delgbn45h",1802529,1804067,1539,"-"
"SCO1684",-1.671826029,3.56e-10,"delgbn45h",1804126,1805142,1017,"-"
"SCO1685",0.865345464,5.36e-06,"delgbn45h",1805384,1806277,894,"+"
"SCO1686",-0.204427122,0.539933814,"delgbn45h",1806297,1806842,546,"+"
"SCO1687",-0.532261911,0.127827782,"delgbn45h",1807505,1807897,393,"+"
"SCO1688",-0.50518303,0.16191729,"delgbn45h",1807900,1808241,342,"+"
"SCO1689",-0.936611365,7.82e-05,"delgbn45h",1808375,1809400,1026,"+"
"SCO1690",-0.854485293,8.26e-09,"delgbn45h",1809406,1810620,1215,"+"
"SCO1691",-0.326166539,0.010283141,"delgbn45h",1810631,1811386,756,"-"
"SCO1692",-0.500971187,0.103357864,"delgbn45h",1811383,1812153,771,"-"
"SCO1693",-0.297563071,0.260012098,"delgbn45h",1812259,1813536,1278,"-"
"SCO1694",0.110272669,0.518786243,"delgbn45h",1813616,1816297,2682,"-"
"SCO1695",-1.151567925,7.63e-21,"delgbn45h",1816646,1817248,603,"+"
"SCO1696",-0.405238805,0.004299389,"delgbn45h",1817349,1818083,735,"+"
"SCO1697",0.305110472,0.01488381,"delgbn45h",1818351,1818878,528,"-"
"SCO1698",0.456480748,0.003043874,"delgbn45h",1819009,1819470,462,"+"
"SCO1699",0.146450308,0.198374406,"delgbn45h",1819461,1820108,648,"-"
"SCO1700",0.538022253,5.86e-06,"delgbn45h",1820169,1820483,315,"-"
"SCO1701",2.16928987,4.91e-13,"delgbn45h",1820559,1821710,1152,"-"
"SCO1702",-0.360990359,0.050186577,"delgbn45h",1821800,1822441,642,"+"
"SCO1703",0.73483196,1.53e-05,"delgbn45h",1822505,1823218,714,"+"
"SCO1704",0.165551503,0.300073998,"delgbn45h",1823292,1824266,975,"+"
"SCO1705",-0.149407135,0.409143555,"delgbn45h",1824517,1825614,1098,"-"
"SCO1706",0.036420248,0.859101747,"delgbn45h",1825638,1827026,1389,"-"
"SCO1707",-0.612235917,0.000583547,"delgbn45h",1827151,1828488,1338,"-"
"SCO1708",-0.347305483,0.251498242,"delgbn45h",1828712,1828912,201,"-"
"SCO1709",-0.604442499,0.003598544,"delgbn45h",1828915,1830306,1392,"-"
"SCO1710",0.899918075,0.007789389,"delgbn45h",1830346,1831797,1452,"-"
"SCO1711",0.677668879,0.005952303,"delgbn45h",1831921,1834164,2244,"-"
"SCO1712",-0.111598101,0.68830168,"delgbn45h",1834289,1834906,618,"-"
"SCO1713",-0.090458959,0.872161019,"delgbn45h",1834903,1835007,105,"-"
"SCO1714",0.157468271,0.457077012,"delgbn45h",1835004,1835573,570,"-"
"SCO1715",2.563144353,1.96e-71,"delgbn45h",1835784,1837109,1326,"+"
"SCO1716",1.448579548,1.49e-15,"delgbn45h",1837136,1837885,750,"+"
"SCO1717",-0.811602231,1.9e-10,"delgbn45h",1837893,1839068,1176,"+"
"SCO1718",-0.540609556,0.000899433,"delgbn45h",1839094,1839798,705,"-"
"SCO1719",-0.100729079,0.72445274,"delgbn45h",1839862,1840860,999,"+"
"SCO1720",-0.777190095,6.53e-13,"delgbn45h",1840857,1841672,816,"+"
"SCO1721",-1.111423431,1.42e-43,"delgbn45h",1841897,1842166,270,"-"
"SCO1722",-3.769209448,1.84e-89,"delgbn45h",1842282,1843034,753,"-"
"SCO1723",-4.237409295,5.96e-128,"delgbn45h",1843031,1843588,558,"-"
"SCO1724",-0.056879741,0.673499865,"delgbn45h",1843788,1845440,1653,"+"
"SCO1725",0.65356496,0.000686887,"delgbn45h",1845443,1846249,807,"-"
"SCO1726",-0.327736154,0.011154099,"delgbn45h",1846435,1847529,1095,"+"
"SCO1727",-0.251385191,0.080154733,"delgbn45h",1847564,1848331,768,"+"
"SCO1728",-0.406823537,0.086432159,"delgbn45h",1848412,1848816,405,"-"
"SCO1729",-0.896538849,2.16e-05,"delgbn45h",1848849,1849775,927,"+"
"SCO1730",-0.295832052,0.06453707,"delgbn45h",1849756,1850256,501,"+"
"SCO1731",0.297070697,0.016261877,"delgbn45h",1850270,1850887,618,"-"
"SCO1732",2.61188242,1.9e-47,"delgbn45h",1851039,1851173,135,"+"
"SCO1733",2.022303865,1.56e-46,"delgbn45h",1851199,1851669,471,"-"
"SCO1734",1.087918282,2.05e-06,"delgbn45h",1851848,1852918,1071,"+"
"SCO1735",1.055273256,0.004316125,"delgbn45h",1853026,1853898,873,"-"
"SCO1736",-0.191173137,0.581330237,"delgbn45h",1854078,1854524,447,"-"
"SCO1737",1.70392132,9.09e-08,"delgbn45h",1854635,1855009,375,"+"
"SCO1738",1.880314002,1.76e-12,"delgbn45h",1855022,1855990,969,"-"
"SCO1739",2.071467611,2.49e-21,"delgbn45h",1855987,1859544,3558,"-"
"SCO1740",7.806506958,9.06e-122,"delgbn45h",1859718,1860782,1065,"+"
"SCO1741",3.152375617,1.71e-26,"delgbn45h",1860897,1861979,1083,"-"
"SCO1742",-0.706316538,0.000492607,"delgbn45h",1862249,1863169,921,"+"
"SCO1743",-0.399635734,0.153862864,"delgbn45h",1863166,1863885,720,"+"
"SCO1744",-0.761804537,0.000218561,"delgbn45h",1863882,1865048,1167,"+"
"SCO1745",-0.343272295,0.106136112,"delgbn45h",1865045,1865710,666,"+"
"SCO1746",-0.777577288,0.000168421,"delgbn45h",1865777,1866679,903,"-"
"SCO1747",-0.610965342,1.61e-05,"delgbn45h",1866887,1867738,852,"-"
"SCO1748",-1.080696447,3.04e-12,"delgbn45h",1867793,1868989,1197,"-"
"SCO1749",1.41229607,2.93e-23,"delgbn45h",1869279,1869719,441,"+"
"SCO1750",2.299819297,7.71e-84,"delgbn45h",1869768,1870961,1194,"-"
"SCO1751",-0.392451144,0.001095334,"delgbn45h",1871317,1872921,1605,"-"
"SCO1752",-0.351370625,0.004248615,"delgbn45h",1873183,1874373,1191,"+"
"SCO1753",0.000599397,0.996060801,"delgbn45h",1874625,1875647,1023,"+"
"SCO1754",0.331632947,0.02633546,"delgbn45h",1875760,1875975,216,"-"
"SCO1755",-1.107008493,1.83e-14,"delgbn45h",1876319,1877167,849,"-"
"SCO1756",-0.026789733,0.743418012,"delgbn45h",1877577,1878374,798,"+"
"SCO1757",-0.29446212,0.002034709,"delgbn45h",1878448,1878741,294,"+"
"SCO1758",-0.04239431,0.704342126,"delgbn45h",1878820,1880298,1479,"-"
"SCO1759",-0.631038126,1.92e-07,"delgbn45h",1880373,1881035,663,"-"
"SCO1760",-0.779997998,3.67e-21,"delgbn45h",1881032,1881727,696,"-"
"SCO1761",-0.37331565,0.000482274,"delgbn45h",1882015,1883100,1086,"-"
"SCO1762",-0.097469677,0.477379302,"delgbn45h",1883097,1883459,363,"-"
"SCO1763",2.161988845,1.25e-17,"delgbn45h",1883621,1884016,396,"+"
"SCO1764",-0.741118742,8.24e-09,"delgbn45h",1884039,1884800,762,"+"
"SCO1765",-1.680736235,5.84e-61,"delgbn45h",1884726,1885478,753,"-"
"SCO1766",-1.645129723,7.95e-49,"delgbn45h",1885483,1886502,1020,"-"
"SCO1767",-1.458555909,9.52e-46,"delgbn45h",1886499,1887218,720,"-"
"SCO1768",-0.454181895,3.31e-07,"delgbn45h",1887312,1888427,1116,"-"
"SCO1769",-0.147386,0.288003619,"delgbn45h",1888427,1889098,672,"-"
"SCO1770",-0.069174024,0.671362143,"delgbn45h",1889095,1889889,795,"-"
"SCO1771",-1.072749451,9.25e-26,"delgbn45h",1890421,1890978,558,"-"
"SCO1772",-1.090747374,3.11e-61,"delgbn45h",1890975,1891997,1023,"-"
"SCO1773",2.080454916,5.73e-50,"delgbn45h",1892493,1893608,1116,"-"
"SCO1774",2.563986322,4.78e-146,"delgbn45h",1893751,1895799,2049,"-"
"SCO1775",-0.594330043,2.5e-09,"delgbn45h",1895948,1896583,636,"-"
"SCO1776",-0.161414336,0.121729941,"delgbn45h",1896671,1898320,1650,"-"
"SCO1777",-0.861670381,5.38e-30,"delgbn45h",1898870,1900708,1839,"+"
"SCO1778",-0.738445079,9.42e-09,"delgbn45h",1901295,1902941,1647,"+"
"SCO1779",-0.905947158,4.96e-15,"delgbn45h",1902964,1904169,1206,"-"
"SCO1780",-0.644949421,3.82e-19,"delgbn45h",1904440,1906158,1719,"-"
"SCO1781",-2.387357821,9.32e-136,"delgbn45h",1906323,1907228,906,"-"
"SCO1782",-1.720849684,1.04e-71,"delgbn45h",1907225,1908040,816,"-"
"SCO1783",-0.523933703,2.11e-05,"delgbn45h",1908048,1908395,348,"-"
"SCO1784",-0.678319901,0.000201808,"delgbn45h",1908438,1908785,348,"+"
"SCO1785",0.115053492,0.469019969,"delgbn45h",1908769,1909674,906,"-"
"SCO1786",0.361934372,0.049713213,"delgbn45h",1909671,1910798,1128,"-"
"SCO1787",0.396359806,0.049773347,"delgbn45h",1910795,1911841,1047,"-"
"SCO1788",0.576253279,6.57e-06,"delgbn45h",1911986,1913017,1032,"-"
"SCO1789",-0.305329458,0.031611392,"delgbn45h",1913090,1914382,1293,"+"
"SCO1790",0.476302271,0.002817559,"delgbn45h",1914468,1915100,633,"-"
"SCO1791",0.531530083,9.23e-06,"delgbn45h",1915097,1916356,1260,"-"
"SCO1792",-0.034911066,0.872161019,"delgbn45h",1922128,1922769,642,"-"
"SCO1793",-0.685080136,4.33e-07,"delgbn45h",1922916,1923698,783,"+"
"SCO1794",-0.283442744,0.026381465,"delgbn45h",1923750,1924289,540,"+"
"SCO1795",-0.113567923,0.624810963,"delgbn45h",1924446,1924952,507,"+"
"SCO1796",-1.141766086,2.75e-82,"delgbn45h",1925094,1926053,960,"-"
"SCO1797",-0.599476208,2.85e-10,"delgbn45h",1926231,1926662,432,"-"
"SCO1798",-0.73663251,1.28e-15,"delgbn45h",1926717,1927514,798,"-"
"SCO1799",-0.902856476,2.18e-17,"delgbn45h",1927668,1928447,780,"+"
"SCO1800",-1.297582654,1.23e-23,"delgbn45h",1928593,1928841,249,"-"
"SCO1801",0.457017814,0.092839134,"delgbn45h",1929011,1929643,633,"-"
"SCO1802",0.360593913,0.168250554,"delgbn45h",1929645,1930823,1179,"-"
"SCO1803",0.086912434,0.878634519,"delgbn45h",1931041,1931736,696,"+"
"SCO1804",1.229355666,0.026868213,"delgbn45h",1931736,1932812,1077,"+"
"SCO1805",4.517525359,4.59e-62,"delgbn45h",1933166,1933900,735,"+"
"SCO1806",-0.649046805,1.46e-16,"delgbn45h",1934027,1936657,2631,"-"
"SCO1807",0.624122444,0.000570552,"delgbn45h",1936844,1938898,2055,"+"
"SCO1808",0.21019267,0.016573307,"delgbn45h",1939010,1940242,1233,"+"
"SCO1809",1.101525968,1.55e-34,"delgbn45h",1940314,1940832,519,"-"
"SCO1810",-0.445348356,0.021920823,"delgbn45h",1940925,1941131,207,"-"
"SCO1811",-0.606485943,0.021079416,"delgbn45h",1941315,1941431,117,"-"
"SCO1812",-0.047554821,0.818217488,"delgbn45h",1941516,1942781,1266,"-"
"SCO1813",0.756501161,3.62e-06,"delgbn45h",1942957,1943649,693,"+"
"SCO1814",0.675103526,9.41e-12,"delgbn45h",1943738,1944505,768,"-"
"SCO1815",0.705549856,5.59e-13,"delgbn45h",1944511,1945215,705,"-"
"SCO1816",-0.54871494,4.61e-10,"delgbn45h",1945493,1947016,1524,"+"
"SCO1817",-0.460972568,2.07e-07,"delgbn45h",1947013,1948407,1395,"+"
"SCO1818",0.286506633,0.001317959,"delgbn45h",1948453,1949721,1269,"+"
"SCO1819",5.431117404,0,"delgbn45h",1949812,1950093,282,"-"
"SCO1820",0.802414752,5.95e-06,"delgbn45h",1950275,1950754,480,"+"
"SCO1821",0.372059192,3.38e-06,"delgbn45h",1951220,1952245,1026,"-"
"SCO1822",-1.314297556,1.71e-28,"delgbn45h",1952378,1954012,1635,"-"
"SCO1823",-1.218380228,5.52e-12,"delgbn45h",1954009,1954383,375,"-"
"SCO1824",-0.885117901,1.02e-08,"delgbn45h",1954737,1956275,1539,"+"
"SCO1825",-0.495841115,0.013835303,"delgbn45h",1956291,1956929,639,"+"
"SCO1826",-0.619050199,0.000140829,"delgbn45h",1956980,1957987,1008,"+"
"SCO1827",-0.478271084,2.35e-05,"delgbn45h",1958139,1959125,987,"+"
"SCO1828",2.219895373,4.99e-37,"delgbn45h",1959189,1959422,234,"+"
"SCO1829",0.655847718,6.11e-12,"delgbn45h",1959486,1960358,873,"+"
"SCO1830",0.898318399,0.000264736,"delgbn45h",1960424,1962211,1788,"+"
"SCO1831",0.743323046,2.68e-13,"delgbn45h",1962217,1962972,756,"+"
"SCO1832",1.514333869,2.63e-64,"delgbn45h",1963007,1963594,588,"-"
"SCO1833",2.570838291,6.02e-111,"delgbn45h",1963591,1964112,522,"-"
"SCO1834",2.978471163,3.86e-123,"delgbn45h",1964268,1964651,384,"-"
"SCO1835",3.106711376,1.1e-122,"delgbn45h",1964648,1964833,186,"-"
"SCO1836",3.433301244,2.19e-164,"delgbn45h",1964896,1965378,483,"-"
"SCO1837",1.74878863,7.41e-22,"delgbn45h",1965466,1966254,789,"+"
"SCO1838",2.190998798,1.11e-131,"delgbn45h",1966275,1967078,804,"-"
"SCO1839",-0.050410071,0.822497702,"delgbn45h",1967236,1967457,222,"-"
"SCO1840",1.957445608,6.34e-145,"delgbn45h",1967794,1969392,1599,"-"
"SCO1841",2.175166691,4.21e-72,"delgbn45h",1969468,1970052,585,"+"
"SCO1842",0.799517359,7.3e-22,"delgbn45h",1970085,1971428,1344,"-"
"SCO1843",4.517114011,1.39e-174,"delgbn45h",1971753,1972880,1128,"-"
"SCO1844",1.334940162,6.48e-21,"delgbn45h",1972995,1973717,723,"-"
"SCO1845",-1.238595453,9.7e-34,"delgbn45h",1973943,1975214,1272,"+"
"SCO1846",-0.902028332,0.0002001,"delgbn45h",1975249,1975470,222,"+"
"SCO1847",0.698259475,3.17e-08,"delgbn45h",1975869,1976852,984,"+"
"SCO1848",0.580623835,2.86e-08,"delgbn45h",1976849,1978357,1509,"+"
"SCO1849",0.365918688,0.001671738,"delgbn45h",1978354,1982007,3654,"+"
"SCO1850",0.298096405,0.02940484,"delgbn45h",1982004,1984022,2019,"+"
"SCO1851",0.305565119,0.039948943,"delgbn45h",1984022,1984621,600,"+"
"SCO1852",0.073106563,0.592032316,"delgbn45h",1984618,1986078,1461,"+"
"SCO1853",0.157655304,0.281328913,"delgbn45h",1986075,1986806,732,"+"
"SCO1854",0.093227568,0.474238842,"delgbn45h",1986827,1987555,729,"-"
"SCO1855",0.088939771,0.50159395,"delgbn45h",1987618,1988463,846,"+"
"SCO1856",0.196547857,0.305613602,"delgbn45h",1988469,1989701,1233,"+"
"SCO1857",0.085785583,0.526524435,"delgbn45h",1989779,1991530,1752,"+"
"SCO1858",-0.032089609,0.844821462,"delgbn45h",1991527,1992444,918,"+"
"SCO1859",-2.11860829,3.92e-92,"delgbn45h",1992485,1993504,1020,"+"
"SCO1860",-2.446359768,3.07e-179,"delgbn45h",1994050,1995057,1008,"-"
"SCO1861",-0.560560067,0.000105081,"delgbn45h",1995204,1996295,1092,"-"
"SCO1862",0.09951923,0.601566805,"delgbn45h",1996351,1996833,483,"-"
"SCO1863",-0.514049587,6.24e-08,"delgbn45h",1996945,1998165,1221,"-"
"SCO1864",5.826470997,6.91e-146,"delgbn45h",1998468,1998980,513,"+"
"SCO1865",5.698091034,2.89e-191,"delgbn45h",1999110,2000381,1272,"+"
"SCO1866",4.964617624,1.33e-118,"delgbn45h",2000500,2000898,399,"+"
"SCO1867",3.866472,3.84e-122,"delgbn45h",2000962,2001804,843,"+"
"SCO1868",0.13005624,0.362496317,"delgbn45h",2001886,2002980,1095,"-"
